,beg_month,product,region,district,terr,ro
16171,1/1/2019,ACUTE,A3,R302,TMV1078,28
16172,1/1/2019,ACUTE,A3,R302,TMV1080,31
16173,1/1/2019,ACUTE,A3,R302,TMV1081,10
16174,1/1/2019,ACUTE,A3,R302,TMV1082,16
16175,1/1/2019,ACUTE,A3,R302,TMV2081,6
16176,1/1/2019,ACUTE,A3,R303,TMV1084,23
16177,1/1/2019,ACUTE,A3,R303,TMV1085,32
16178,1/1/2019,ACUTE,A3,R303,TMV1086,66
16179,1/1/2019,ACUTE,A3,R303,TMV1087,15
16180,1/1/2019,ACUTE,A3,R304,TMV1089,24
16181,1/1/2019,ACUTE,A3,R304,TMV1091,17
16182,1/1/2019,ACUTE,A3,R304,TMV1092,3
16183,1/1/2019,ACUTE,A3,R304,TMV1117,24
16184,1/1/2019,ACUTE,A3,R304,TMV1120,15
16185,1/1/2019,ACUTE,A3,R304,TMV1236,29
16186,1/1/2019,ACUTE,A3,R304,TMV3201,14
16187,1/1/2019,ACUTE,A3,R305,TMV1083,15
16188,1/1/2019,ACUTE,A3,R305,TMV1090,25
16189,1/1/2019,ACUTE,A3,R305,TMV3202,6
16190,1/1/2019,ACUTE,A3,R305,TMV5001,13
16191,1/1/2019,ACUTE,A4,R401,TMV1073,11
16192,1/1/2019,ACUTE,A4,R401,TMV1074,35
16193,1/1/2019,ACUTE,A4,R401,TMV1076,22
16194,1/1/2019,ACUTE,A4,R401,TMV1077,37
16195,1/1/2019,ACUTE,A4,R401,TMV1247,12
16196,1/1/2019,ACUTE,A4,R402,TMV1069,14
16197,1/1/2019,ACUTE,A4,R402,TMV1072,40
16198,1/1/2019,ACUTE,A4,R402,TMV1225,27
16199,1/1/2019,ACUTE,A4,R402,TMV1246,22
16200,1/1/2019,ACUTE,A4,R403,TMV1063,25
16201,1/1/2019,ACUTE,A4,R403,TMV1093,28
16202,1/1/2019,ACUTE,A4,R403,TMV1096,23
16203,1/1/2019,ACUTE,A4,R404,TMV1071,22
16204,1/1/2019,ACUTE,A4,R404,TMV1094,21
16205,1/1/2019,ACUTE,A4,R404,TMV1097,13
16206,1/1/2019,ACUTE,A4,R404,TMV1231,27
16207,1/1/2019,ACUTE,A4,R405,TMV1079,11
16208,1/1/2019,ACUTE,A4,R405,TMV1122,20
16209,1/1/2019,ACUTE,A4,R405,TMV1123,13
16210,1/1/2019,ACUTE,A4,R405,TMV1125,21
16211,1/1/2019,ACUTE,A4,R405,TMV2211,12
16212,1/1/2019,ACUTE,A4,R406,TMV1064,37
16213,1/1/2019,ACUTE,A4,R406,TMV1065,16
16214,1/1/2019,ACUTE,A4,R406,TMV1066,12
16215,1/1/2019,ACUTE,A4,R406,TMV1238,9
16216,1/1/2019,ACUTE,A4,R430,TMV9994,1
16217,1/1/2019,ACUTE,A5,R501,TMV1047,15
16218,1/1/2019,ACUTE,A5,R501,TMV1054,28
16219,1/1/2019,ACUTE,A5,R501,TMV1056,18
16220,1/1/2019,ACUTE,A5,R501,TMV1229,14
16221,1/1/2019,ACUTE,A5,R502,TMV1049,20
16222,1/1/2019,ACUTE,A5,R502,TMV1051,25
16223,1/1/2019,ACUTE,A5,R502,TMV1052,8
16224,1/1/2019,ACUTE,A5,R502,TMV1053,23
16225,1/1/2019,ACUTE,A5,R502,TMV5005,5
16226,1/1/2019,ACUTE,A5,R503,TMV1045,20
16227,1/1/2019,ACUTE,A5,R503,TMV1046,32
16228,1/1/2019,ACUTE,A5,R503,TMV1048,41
16229,1/1/2019,ACUTE,A5,R503,TMV1215,27
16230,1/1/2019,ACUTE,A5,R504,TMV1058,7
16231,1/1/2019,ACUTE,A5,R504,TMV1061,20
16232,1/1/2019,ACUTE,A5,R504,TMV1062,20
16233,1/1/2019,ACUTE,A5,R504,TMV1235,31
16234,1/1/2019,ACUTE,A5,R505,TMV1050,14
16235,1/1/2019,ACUTE,A5,R505,TMV1055,17
16236,1/1/2019,ACUTE,A5,R505,TMV1057,27
16237,1/1/2019,ACUTE,A5,R505,TMV1098,16
16238,1/1/2019,ACUTE,A5,R506,TMV1099,22
16239,1/1/2019,ACUTE,A5,R506,TMV1101,21
16240,1/1/2019,ACUTE,A5,R506,TMV1102,17
16241,1/1/2019,ACUTE,A5,R506,TMV3102,5
16242,1/1/2019,ACUTE,A5,R507,TMV1040,44
16243,1/1/2019,ACUTE,A5,R507,TMV1041,37
16244,1/1/2019,ACUTE,A5,R507,TMV1043,23
16245,1/1/2019,ACUTE,A5,R508,TMV1042,16
16246,1/1/2019,ACUTE,A5,R508,TMV1059,63
16247,1/1/2019,ACUTE,A5,R508,TMV1060,25
16248,1/1/2019,ACUTE,A5,R508,TMV1067,12
16249,1/1/2019,ACUTE,A6,R601,TMV1162,22
16250,1/1/2019,ACUTE,A6,R601,TMV1163,15
16251,1/1/2019,ACUTE,A6,R601,TMV1216,45
16252,1/1/2019,ACUTE,A6,R601,TMV2164,6
16253,1/1/2019,ACUTE,A6,R602,TMV1155,41
16254,1/1/2019,ACUTE,A6,R602,TMV1156,22
16255,1/1/2019,ACUTE,A6,R602,TMV1159,38
16256,1/1/2019,ACUTE,A6,R602,TMV1161,29
16257,1/1/2019,ACUTE,A6,R603,TMV1151,30
16258,1/1/2019,ACUTE,A6,R603,TMV1152,48
16259,1/1/2019,ACUTE,A6,R603,TMV1153,33
16260,1/1/2019,ACUTE,A6,R603,TMV1154,64
16261,1/1/2019,ACUTE,A6,R604,TMV1141,37
16262,1/1/2019,ACUTE,A6,R604,TMV1142,25
16263,1/1/2019,ACUTE,A6,R604,TMV1143,30
16264,1/1/2019,ACUTE,A6,R604,TMV1144,39
16265,1/1/2019,ACUTE,A6,R605,TMV1103,45
16266,1/1/2019,ACUTE,A6,R605,TMV1104,11
16267,1/1/2019,ACUTE,A6,R605,TMV1105,9
16268,1/1/2019,ACUTE,A6,R605,TMV1106,12
16269,1/1/2019,ACUTE,A6,R605,TMV1107,35
16270,1/1/2019,ACUTE,A6,R605,TMV2105,22
16271,1/1/2019,ACUTE,A6,R606,TMV1145,52
16272,1/1/2019,ACUTE,A6,R606,TMV1147,38
16273,1/1/2019,ACUTE,A6,R606,TMV1150,39
16274,1/1/2019,ACUTE,A6,R606,TMV1255,28
16275,1/1/2019,ACUTE,A6,R607,TMV1157,7
16276,1/1/2019,ACUTE,A6,R607,TMV1158,28
16277,1/1/2019,ACUTE,A6,R607,TMV1160,19
16278,1/1/2019,ACUTE,A6,R607,TMV3157,19
16279,1/1/2019,ACUTE,A6,R630,TMV9996,2
16280,1/1/2019,ACUTE,A7,R701,TMV1114,9
16281,1/1/2019,ACUTE,A7,R701,TMV1115,37
16282,1/1/2019,ACUTE,A7,R701,TMV1116,14
16283,1/1/2019,ACUTE,A7,R701,TMV1243,24
16284,1/1/2019,ACUTE,A7,R702,TMV1175,27
16285,1/1/2019,ACUTE,A7,R702,TMV1176,24
16286,1/1/2019,ACUTE,A7,R702,TMV1178,35
16287,1/1/2019,ACUTE,A7,R702,TMV1179,42
16288,1/1/2019,ACUTE,A7,R702,TMV3179,8
16289,1/1/2019,ACUTE,A7,R703,TMV1170,16
16290,1/1/2019,ACUTE,A7,R703,TMV1172,76
16291,1/1/2019,ACUTE,A7,R703,TMV1174,19
16292,1/1/2019,ACUTE,A7,R703,TMV2210,10
16293,1/1/2019,ACUTE,A7,R703,TMV2218,20
16294,1/1/2019,ACUTE,A7,R704,TMV1171,8
16295,1/1/2019,ACUTE,A7,R704,TMV1173,28
16296,1/1/2019,ACUTE,A7,R704,TMV1177,31
16297,1/1/2019,ACUTE,A7,R705,TMV1108,27
16298,1/1/2019,ACUTE,A7,R705,TMV1109,21
16299,1/1/2019,ACUTE,A7,R705,TMV1110,31
16300,1/1/2019,ACUTE,A7,R705,TMV1111,29
16301,1/1/2019,ACUTE,A7,R705,TMV3213,13
16302,1/1/2019,ACUTE,A7,R706,TMV1148,27
16303,1/1/2019,ACUTE,A7,R706,TMV1237,16
16304,1/1/2019,ACUTE,A7,R706,TMV1239,26
16305,1/1/2019,ACUTE,A7,R706,TMV1240,18
16306,1/1/2019,ACUTE,A7,R707,TMV1140,31
16307,1/1/2019,ACUTE,A7,R707,TMV1146,8
16308,1/1/2019,ACUTE,A7,R707,TMV1213,29
16309,1/1/2019,ACUTE,A7,R707,TMV1250,35
16310,1/1/2019,ACUTE,A7,R730,TMV9997,1
16311,1/1/2019,ACUTE,A8,R801,TMV1180,13
16312,1/1/2019,ACUTE,A8,R801,TMV1181,3
16313,1/1/2019,ACUTE,A8,R801,TMV1183,8
16314,1/1/2019,ACUTE,A8,R801,TMV1184,7
16315,1/1/2019,ACUTE,A8,R801,TMV1284,10
16316,1/1/2019,ACUTE,A8,R802,TMV1126,18
16317,1/1/2019,ACUTE,A8,R802,TMV1127,22
16318,1/1/2019,ACUTE,A8,R802,TMV1128,15
16319,1/1/2019,ACUTE,A8,R802,TMV1129,38
16320,1/1/2019,ACUTE,A8,R803,TMV1130,15
16321,1/1/2019,ACUTE,A8,R803,TMV1131,33
16322,1/1/2019,ACUTE,A8,R803,TMV1133,19
16323,1/1/2019,ACUTE,A8,R803,TMV1134,25
16324,1/1/2019,ACUTE,A8,R803,TMV1251,23
16325,1/1/2019,ACUTE,A8,R804,TMV1233,22
16326,1/1/2019,ACUTE,A8,R804,TMV1242,17
16327,1/1/2019,ACUTE,A8,R804,TMV2139,8
16328,1/1/2019,ACUTE,A8,R805,TMV1136,14
16329,1/1/2019,ACUTE,A8,R805,TMV1137,20
16330,1/1/2019,ACUTE,A8,R805,TMV1138,21
16331,1/1/2019,ACUTE,A8,R805,TMV5011,41
16332,1/1/2019,ACUTE,A8,R806,TMV1199,45
16333,1/1/2019,ACUTE,A8,R806,TMV1200,31
16334,1/1/2019,ACUTE,A8,R806,TMV1201,9
16335,1/1/2019,ACUTE,A8,R806,TMV1202,38
16336,1/1/2019,ACUTE,A8,R806,TMV1253,12
16337,1/1/2019,ACUTE,A8,R806,TMV2201,30
16338,1/1/2019,ACUTE,A8,R807,TMV1185,26
16339,1/1/2019,ACUTE,A8,R807,TMV1187,23
16340,1/1/2019,ACUTE,A8,R807,TMV1197,24
16341,1/1/2019,ACUTE,A8,R807,TMV1241,34
16342,1/1/2019,ACUTE,A8,R830,TMV9998,1
16343,1/1/2019,ACUTE,A9,R901,TMV1189,29
16344,1/1/2019,ACUTE,A9,R901,TMV1190,37
16345,1/1/2019,ACUTE,A9,R901,TMV1222,12
16346,1/1/2019,ACUTE,A9,R901,TMV1223,18
16347,1/1/2019,ACUTE,A9,R901,TMV5020,8
16348,1/1/2019,ACUTE,A9,R902,TMV1186,18
16349,1/1/2019,ACUTE,A9,R902,TMV1194,32
16350,1/1/2019,ACUTE,A9,R902,TMV1196,27
16351,1/1/2019,ACUTE,A9,R902,TMV1198,31
16352,1/1/2019,ACUTE,A9,R902,TMV5002,23
16353,1/1/2019,ACUTE,A9,R903,TMV1191,33
16354,1/1/2019,ACUTE,A9,R903,TMV1192,20
16355,1/1/2019,ACUTE,A9,R903,TMV1220,9
16356,1/1/2019,ACUTE,A9,R903,TMV1221,17
16357,1/1/2019,ACUTE,A9,R904,TMV1207,17
16358,1/1/2019,ACUTE,A9,R904,TMV1208,46
16359,1/1/2019,ACUTE,A9,R904,TMV1209,31
16360,1/1/2019,ACUTE,A9,R904,TMV1210,39
16361,1/1/2019,ACUTE,A9,R904,TMV1217,18
16362,1/1/2019,ACUTE,A9,R905,TMV1165,40
16363,1/1/2019,ACUTE,A9,R905,TMV1166,20
16364,1/1/2019,ACUTE,A9,R905,TMV1167,19
16365,1/1/2019,ACUTE,A9,R905,TMV1168,16
16366,1/1/2019,ACUTE,A9,R905,TMV1169,25
16367,1/1/2019,ACUTE,A9,R906,TMV1195,21
16368,1/1/2019,ACUTE,A9,R906,TMV1203,31
16369,1/1/2019,ACUTE,A9,R906,TMV1204,27
16370,1/1/2019,ACUTE,A9,R906,TMV1206,23
16371,1/1/2019,ACUTE,A9,R906,TMV1248,10
16372,1/1/2019,EXTENDED,A1,R101,TSV1001,22
16373,1/1/2019,EXTENDED,A1,R101,TSV1165,22
16374,1/1/2019,EXTENDED,A1,R101,TSV1173,28
16375,1/1/2019,EXTENDED,A1,R102,TSV1006,9
16376,1/1/2019,EXTENDED,A1,R102,TSV1171,16
16377,1/1/2019,EXTENDED,A1,R102,TSV1271,18
16378,1/1/2019,EXTENDED,A1,R102,TSV2010,3
16379,1/1/2019,EXTENDED,A1,R103,TSV1014,11
16380,1/1/2019,EXTENDED,A1,R103,TSV1015,13
16381,1/1/2019,EXTENDED,A1,R103,TSV1172,13
16382,1/1/2019,EXTENDED,A1,R103,TSV1212,5
16383,1/1/2019,EXTENDED,A1,R104,TSV1005,11
16384,1/1/2019,EXTENDED,A1,R104,TSV1013,5
16385,1/1/2019,EXTENDED,A1,R104,TSV1155,6
16386,1/1/2019,EXTENDED,A1,R105,TSV1012,9
16387,1/1/2019,EXTENDED,A1,R105,TSV1021,12
16388,1/1/2019,EXTENDED,A1,R105,TSV3027,4
16389,1/1/2019,EXTENDED,A1,R121,TSV1003,3
16390,1/1/2019,EXTENDED,A2,R201,TSV1008,35
16391,1/1/2019,EXTENDED,A2,R201,TSV1009,19
16392,1/1/2019,EXTENDED,A2,R201,TSV1010,53
16393,1/1/2019,EXTENDED,A2,R202,TSV1007,6
16394,1/1/2019,EXTENDED,A2,R202,TSV1011,4
16395,1/1/2019,EXTENDED,A2,R202,TSV1164,18
16396,1/1/2019,EXTENDED,A2,R202,TSV1190,2
16397,1/1/2019,EXTENDED,A2,R203,TSV1016,8
16398,1/1/2019,EXTENDED,A2,R203,TSV1200,8
16399,1/1/2019,EXTENDED,A2,R204,TSV1017,9
16400,1/1/2019,EXTENDED,A2,R204,TSV1020,12
16401,1/1/2019,EXTENDED,A2,R204,TSV1022,6
16402,1/1/2019,EXTENDED,A2,R204,TSV1222,6
16403,1/1/2019,EXTENDED,A2,R205,TSV1019,13
16404,1/1/2019,EXTENDED,A2,R205,TSV1023,15
16405,1/1/2019,EXTENDED,A2,R205,TSV1024,22
16406,1/1/2019,EXTENDED,A2,R206,TSV1025,22
16407,1/1/2019,EXTENDED,A2,R206,TSV1026,23
16408,1/1/2019,EXTENDED,A2,R206,TSV1027,15
16409,1/1/2019,EXTENDED,A2,R206,TSV1185,15
16410,1/1/2019,EXTENDED,A2,R221,TSV1018,4
16411,1/1/2019,EXTENDED,A3,R302,TSV1053,14
16412,1/1/2019,EXTENDED,A3,R302,TSV1054,14
16413,1/1/2019,EXTENDED,A3,R302,TSV1056,7
16414,1/1/2019,EXTENDED,A3,R302,TSV1154,21
16415,1/1/2019,EXTENDED,A3,R303,TSV1058,19
16416,1/1/2019,EXTENDED,A3,R303,TSV1059,10
16417,1/1/2019,EXTENDED,A3,R303,TSV1060,3
16418,1/1/2019,EXTENDED,A3,R305,TSV1057,9
16419,1/1/2019,EXTENDED,A3,R305,TSV1162,6
16420,1/1/2019,EXTENDED,A3,R305,TSV2089,9
16421,1/1/2019,EXTENDED,A3,R306,TSV1061,16
16422,1/1/2019,EXTENDED,A3,R306,TSV1062,1
16423,1/1/2019,EXTENDED,A3,R306,TSV1063,7
16424,1/1/2019,EXTENDED,A3,R306,TSV1079,1
16425,1/1/2019,EXTENDED,A3,R306,TSV1080,6
16426,1/1/2019,EXTENDED,A3,R306,TSV1081,11
16427,1/1/2019,EXTENDED,A3,R306,TSV1082,21
16428,1/1/2019,EXTENDED,A3,R306,TSV1181,24
16429,1/1/2019,EXTENDED,A3,R306,TSV1182,10
16430,1/1/2019,EXTENDED,A4,R401,TSV1050,12
16431,1/1/2019,EXTENDED,A4,R401,TSV1051,16
16432,1/1/2019,EXTENDED,A4,R401,TSV1052,8
16433,1/1/2019,EXTENDED,A4,R401,TSV1156,20
16434,1/1/2019,EXTENDED,A4,R402,TSV1047,6
16435,1/1/2019,EXTENDED,A4,R402,TSV1049,5
16436,1/1/2019,EXTENDED,A4,R402,TSV1202,6
16437,1/1/2019,EXTENDED,A4,R403,TSV1064,7
16438,1/1/2019,EXTENDED,A4,R403,TSV1066,14
16439,1/1/2019,EXTENDED,A4,R403,TSV1198,4
16440,1/1/2019,EXTENDED,A4,R404,TSV1046,9
16441,1/1/2019,EXTENDED,A4,R404,TSV1048,25
16442,1/1/2019,EXTENDED,A4,R404,TSV1065,12
16443,1/1/2019,EXTENDED,A4,R405,TSV1055,5
16444,1/1/2019,EXTENDED,A4,R405,TSV1083,7
16445,1/1/2019,EXTENDED,A4,R405,TSV1084,20
16446,1/1/2019,EXTENDED,A4,R405,TSV1085,17
16447,1/1/2019,EXTENDED,A4,R405,TSV1209,15
16448,1/1/2019,EXTENDED,A4,R406,TSV1043,2
16449,1/1/2019,EXTENDED,A4,R406,TSV1207,1
16450,1/1/2019,EXTENDED,A5,R501,TSV1037,7
16451,1/1/2019,EXTENDED,A5,R501,TSV1180,9
16452,1/1/2019,EXTENDED,A5,R502,TSV1035,3
16453,1/1/2019,EXTENDED,A5,R502,TSV1036,5
16454,1/1/2019,EXTENDED,A5,R502,TSV1183,4
16455,1/1/2019,EXTENDED,A5,R503,TSV1031,5
16456,1/1/2019,EXTENDED,A5,R503,TSV1032,2
16457,1/1/2019,EXTENDED,A5,R503,TSV1033,11
16458,1/1/2019,EXTENDED,A5,R503,TSV1197,16
16459,1/1/2019,EXTENDED,A5,R504,TSV1041,8
16460,1/1/2019,EXTENDED,A5,R504,TSV1042,18
16461,1/1/2019,EXTENDED,A5,R504,TSV1152,5
16462,1/1/2019,EXTENDED,A5,R505,TSV1034,1
16463,1/1/2019,EXTENDED,A5,R505,TSV1038,3
16464,1/1/2019,EXTENDED,A5,R505,TSV1039,4
16465,1/1/2019,EXTENDED,A5,R505,TSV1067,1
16466,1/1/2019,EXTENDED,A5,R506,TSV1068,1
16467,1/1/2019,EXTENDED,A5,R506,TSV1069,4
16468,1/1/2019,EXTENDED,A5,R506,TSV1193,4
16469,1/1/2019,EXTENDED,A5,R507,TSV1028,4
16470,1/1/2019,EXTENDED,A5,R507,TSV1030,7
16471,1/1/2019,EXTENDED,A5,R508,TSV1040,15
16472,1/1/2019,EXTENDED,A5,R508,TSV1044,3
16473,1/1/2019,EXTENDED,A5,R508,TSV1184,6
16474,1/1/2019,EXTENDED,A6,R601,TSV1113,5
16475,1/1/2019,EXTENDED,A6,R601,TSV1114,7
16476,1/1/2019,EXTENDED,A6,R602,TSV1107,21
16477,1/1/2019,EXTENDED,A6,R602,TSV1110,21
16478,1/1/2019,EXTENDED,A6,R602,TSV1112,10
16479,1/1/2019,EXTENDED,A6,R602,TSV1179,8
16480,1/1/2019,EXTENDED,A6,R603,TSV1105,4
16481,1/1/2019,EXTENDED,A6,R603,TSV1106,9
16482,1/1/2019,EXTENDED,A6,R603,TSV1153,17
16483,1/1/2019,EXTENDED,A6,R603,TSV1175,7
16484,1/1/2019,EXTENDED,A6,R604,TSV1098,11
16485,1/1/2019,EXTENDED,A6,R604,TSV1099,9
16486,1/1/2019,EXTENDED,A6,R604,TSV1168,12
16487,1/1/2019,EXTENDED,A6,R604,TSV1176,8
16488,1/1/2019,EXTENDED,A6,R605,TSV1070,4
16489,1/1/2019,EXTENDED,A6,R605,TSV1071,2
16490,1/1/2019,EXTENDED,A6,R605,TSV1072,1
16491,1/1/2019,EXTENDED,A6,R605,TSV1158,2
16492,1/1/2019,EXTENDED,A6,R606,TSV1100,15
16493,1/1/2019,EXTENDED,A6,R606,TSV1101,19
16494,1/1/2019,EXTENDED,A6,R606,TSV1104,9
16495,1/1/2019,EXTENDED,A6,R607,TSV1108,2
16496,1/1/2019,EXTENDED,A6,R607,TSV1109,3
16497,1/1/2019,EXTENDED,A6,R607,TSV1111,8
16498,1/1/2019,EXTENDED,A6,R607,TSV1174,8
16499,1/1/2019,EXTENDED,A7,R701,TSV1077,14
16500,1/1/2019,EXTENDED,A7,R701,TSV1078,9
16501,1/1/2019,EXTENDED,A7,R701,TSV1216,2
16502,1/1/2019,EXTENDED,A7,R701,TSV3077,2
16503,1/1/2019,EXTENDED,A7,R702,TSV1123,19
16504,1/1/2019,EXTENDED,A7,R702,TSV1125,8
16505,1/1/2019,EXTENDED,A7,R702,TSV1126,11
16506,1/1/2019,EXTENDED,A7,R702,TSV1157,15
16507,1/1/2019,EXTENDED,A7,R702,TSV3126,16
16508,1/1/2019,EXTENDED,A7,R703,TSV1120,5
16509,1/1/2019,EXTENDED,A7,R703,TSV1122,14
16510,1/1/2019,EXTENDED,A7,R703,TSV1167,12
16511,1/1/2019,EXTENDED,A7,R703,TSV1217,5
16512,1/1/2019,EXTENDED,A7,R704,TSV1121,11
16513,1/1/2019,EXTENDED,A7,R704,TSV1204,6
16514,1/1/2019,EXTENDED,A7,R705,TSV1004,27
16515,1/1/2019,EXTENDED,A7,R705,TSV1073,18
16516,1/1/2019,EXTENDED,A7,R705,TSV1074,7
16517,1/1/2019,EXTENDED,A7,R705,TSV1075,7
16518,1/1/2019,EXTENDED,A7,R706,TSV1102,13
16519,1/1/2019,EXTENDED,A7,R706,TSV1205,18
16520,1/1/2019,EXTENDED,A7,R706,TSV1210,9
16521,1/1/2019,EXTENDED,A7,R706,TSV1214,9
16522,1/1/2019,EXTENDED,A7,R706,TSV1215,9
16523,1/1/2019,EXTENDED,A7,R707,TSV1097,5
16524,1/1/2019,EXTENDED,A7,R707,TSV1103,9
16525,1/1/2019,EXTENDED,A7,R707,TSV1177,12
16526,1/1/2019,EXTENDED,A7,R707,TSV1208,8
16527,1/1/2019,EXTENDED,A8,R801,TSV1127,25
16528,1/1/2019,EXTENDED,A8,R801,TSV1128,13
16529,1/1/2019,EXTENDED,A8,R801,TSV1129,11
16530,1/1/2019,EXTENDED,A8,R801,TSV1130,9
16531,1/1/2019,EXTENDED,A8,R802,TSV1086,27
16532,1/1/2019,EXTENDED,A8,R802,TSV1087,12
16533,1/1/2019,EXTENDED,A8,R802,TSV1088,20
16534,1/1/2019,EXTENDED,A8,R802,TSV1160,11
16535,1/1/2019,EXTENDED,A8,R803,TSV1089,11
16536,1/1/2019,EXTENDED,A8,R803,TSV1090,20
16537,1/1/2019,EXTENDED,A8,R803,TSV1091,4
16538,1/1/2019,EXTENDED,A8,R803,TSV1092,15
16539,1/1/2019,EXTENDED,A8,R803,TSV1219,6
16540,1/1/2019,EXTENDED,A8,R804,TSV1093,14
16541,1/1/2019,EXTENDED,A8,R804,TSV1096,12
16542,1/1/2019,EXTENDED,A8,R805,TSV1094,12
16543,1/1/2019,EXTENDED,A8,R805,TSV1095,5
16544,1/1/2019,EXTENDED,A8,R805,TSV1159,17
16545,1/1/2019,EXTENDED,A8,R806,TSV1143,5
16546,1/1/2019,EXTENDED,A8,R806,TSV1144,16
16547,1/1/2019,EXTENDED,A8,R806,TSV1170,6
16548,1/1/2019,EXTENDED,A8,R806,TSV1221,4
16549,1/1/2019,EXTENDED,A8,R806,TSV1223,6
16550,1/1/2019,EXTENDED,A8,R807,TSV1133,15
16551,1/1/2019,EXTENDED,A8,R807,TSV1140,21
16552,1/1/2019,EXTENDED,A8,R807,TSV1191,13
16553,1/1/2019,EXTENDED,A8,R807,TSV1218,19
16554,1/1/2019,EXTENDED,A9,R901,TSV1134,3
16555,1/1/2019,EXTENDED,A9,R901,TSV1135,21
16556,1/1/2019,EXTENDED,A9,R901,TSV1137,5
16557,1/1/2019,EXTENDED,A9,R902,TSV1132,7
16558,1/1/2019,EXTENDED,A9,R902,TSV1139,19
16559,1/1/2019,EXTENDED,A9,R902,TSV1141,9
16560,1/1/2019,EXTENDED,A9,R902,TSV1188,13
16561,1/1/2019,EXTENDED,A9,R903,TSV1136,2
16562,1/1/2019,EXTENDED,A9,R903,TSV1187,2
16563,1/1/2019,EXTENDED,A9,R904,TSV1150,6
16564,1/1/2019,EXTENDED,A9,R904,TSV1151,18
16565,1/1/2019,EXTENDED,A9,R904,TSV1166,21
16566,1/1/2019,EXTENDED,A9,R904,TSV1203,14
16567,1/1/2019,EXTENDED,A9,R905,TSV1116,6
16568,1/1/2019,EXTENDED,A9,R905,TSV1117,15
16569,1/1/2019,EXTENDED,A9,R905,TSV1119,21
16570,1/1/2019,EXTENDED,A9,R905,TSV1195,12
16571,1/1/2019,EXTENDED,A9,R906,TSV1138,14
16572,1/1/2019,EXTENDED,A9,R906,TSV1142,1
16573,1/1/2019,EXTENDED,A9,R906,TSV1145,17
16574,1/1/2019,EXTENDED,A9,R906,TSV1147,17
16575,1/1/2019,EXTENDED,A9,R906,TSV1148,27
16576,1/1/2019,HOME,A0,R001,TSV1115,31
16577,1/1/2019,HOME,A0,R001,TSV1196,19
16578,1/1/2019,HOME,A1,R101,TSV1001,50
16579,1/1/2019,HOME,A1,R101,TSV1165,81
16580,1/1/2019,HOME,A1,R101,TSV1173,69
16581,1/1/2019,HOME,A1,R102,TSV1006,64
16582,1/1/2019,HOME,A1,R102,TSV1171,76
16583,1/1/2019,HOME,A1,R102,TSV1271,53
16584,1/1/2019,HOME,A1,R102,TSV2010,33
16585,1/1/2019,HOME,A1,R103,TSV1014,63
16586,1/1/2019,HOME,A1,R103,TSV1015,67
16587,1/1/2019,HOME,A1,R103,TSV1172,64
16588,1/1/2019,HOME,A1,R103,TSV1212,30
16589,1/1/2019,HOME,A1,R104,TSV1005,110
16590,1/1/2019,HOME,A1,R104,TSV1013,46
16591,1/1/2019,HOME,A1,R104,TSV1155,69
16592,1/1/2019,HOME,A1,R105,TSV1012,60
16593,1/1/2019,HOME,A1,R105,TSV1021,75
16594,1/1/2019,HOME,A1,R105,TSV3027,51
16595,1/1/2019,HOME,A1,R121,TSV1003,24
16596,1/1/2019,HOME,A2,R201,TSV1008,78
16597,1/1/2019,HOME,A2,R201,TSV1009,38
16598,1/1/2019,HOME,A2,R201,TSV1010,52
16599,1/1/2019,HOME,A2,R202,TSV1007,42
16600,1/1/2019,HOME,A2,R202,TSV1011,82
16601,1/1/2019,HOME,A2,R202,TSV1164,53
16602,1/1/2019,HOME,A2,R202,TSV1190,54
16603,1/1/2019,HOME,A2,R203,TSV1016,58
16604,1/1/2019,HOME,A2,R203,TSV1200,44
16605,1/1/2019,HOME,A2,R204,TSV1017,66
16606,1/1/2019,HOME,A2,R204,TSV1020,37
16607,1/1/2019,HOME,A2,R204,TSV1022,61
16608,1/1/2019,HOME,A2,R204,TSV1222,28
16609,1/1/2019,HOME,A2,R205,TSV1019,92
16610,1/1/2019,HOME,A2,R205,TSV1023,35
16611,1/1/2019,HOME,A2,R205,TSV1024,52
16612,1/1/2019,HOME,A2,R206,TSV1025,64
16613,1/1/2019,HOME,A2,R206,TSV1026,83
16614,1/1/2019,HOME,A2,R206,TSV1027,53
16615,1/1/2019,HOME,A2,R206,TSV1185,85
16616,1/1/2019,HOME,A2,R221,TSV1018,29
16617,1/1/2019,HOME,A3,R302,TSV1053,48
16618,1/1/2019,HOME,A3,R302,TSV1054,88
16619,1/1/2019,HOME,A3,R302,TSV1056,55
16620,1/1/2019,HOME,A3,R302,TSV1154,84
16621,1/1/2019,HOME,A3,R302,TSV2081,18
16622,1/1/2019,HOME,A3,R303,TSV1058,61
16623,1/1/2019,HOME,A3,R303,TSV1059,66
16624,1/1/2019,HOME,A3,R303,TSV1060,51
16625,1/1/2019,HOME,A3,R305,TSV1057,56
16626,1/1/2019,HOME,A3,R305,TSV1162,33
16627,1/1/2019,HOME,A3,R305,TSV2089,40
16628,1/1/2019,HOME,A3,R306,TSV1061,57
16629,1/1/2019,HOME,A3,R306,TSV1062,20
16630,1/1/2019,HOME,A3,R306,TSV1063,81
16631,1/1/2019,HOME,A3,R306,TSV1079,34
16632,1/1/2019,HOME,A3,R306,TSV1080,53
16633,1/1/2019,HOME,A3,R306,TSV1081,47
